
========== LOSS FUNCTIONS ==========
PDE losses:
  PDE 1
  PDE 2
BC losses:
BC[1] = Surface Energy
BC[2] = Ice Heat Flux
BC[3] = Ice Gas Flux
====================================

[1] loss = 1.235  (248.1s)
[619] loss = 1.0712  (1766.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.174 K, n=1.0751e21 m^-3
[620] loss = 1.07101  (1767.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.401 K, n=1.0745e21 m^-3
[621] loss = 1.07089  (1770.1s)
========== LOSS BREAKDOWN ==========
PDE[1] heat eq : scaled=1.920751979139214e-5   physical≈6.3793522009039325 W/m^3
PDE[2] gas eq : scaled=4.279724475495314e-6   physical≈2.4341283254603864e20 m^-3/s
BC[1] surface : scaled=1.0408488992848497   physical≈0.13327827935384332 W/m^2
BC[2] ice heat : scaled=0.01500667210945031   physical≈178.3130514290555 W/m^2
BC[3] ice gas : scaled=0.015008331324607256   physical≈1.4414572581209198e22 m^-2/s
Total PDE = 2.3487244266887452e-5
Total BC  = 1.0708639027189073
Grand Total = 1.0708873899631741
===============================
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.271 K, n=1.0764e21 m^-3
[622] loss = 1.07084  (1771.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.261 K, n=1.0771e21 m^-3
[623] loss = 1.07081  (1774.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.21 K, n=1.0799e21 m^-3
[624] loss = 1.07074  (1785.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.32 K, n=1.0764e21 m^-3
[625] loss = 1.07064  (1787.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.412 K, n=1.074e21 m^-3
[626] loss = 1.0703  (1789.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.724 K, n=1.0678e21 m^-3
[627] loss = 1.07012  (1790.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.737 K, n=1.0698e21 m^-3
[628] loss = 1.07  (1792.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.52 K, n=1.0763e21 m^-3
[629] loss = 1.06998  (1793.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.435 K, n=1.0777e21 m^-3
[630] loss = 1.06996  (1795.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.45 K, n=1.0774e21 m^-3
[631] loss = 1.06992  (1800.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.481 K, n=1.0753e21 m^-3
[632] loss = 1.0701  (1814.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.482 K, n=1.0753e21 m^-3
[633] loss = 1.07004  (1864.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.474 K, n=1.075e21 m^-3
[634] loss = 1.06994  (1873.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.474 K, n=1.0751e21 m^-3
[635] loss = 1.06991  (1875.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.473 K, n=1.0751e21 m^-3
[636] loss = 1.0699  (1884.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.471 K, n=1.0748e21 m^-3
[637] loss = 1.0699  (1886.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.472 K, n=1.0749e21 m^-3
[638] loss = 1.06989  (1887.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.472 K, n=1.0748e21 m^-3
[639] loss = 1.06987  (1889.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.47 K, n=1.0741e21 m^-3
[640] loss = 1.06986  (1891.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.469 K, n=1.0737e21 m^-3
[641] loss = 1.06985  (1893.3s)
========== LOSS BREAKDOWN ==========
PDE[1] heat eq : scaled=1.862711253355929e-5   physical≈6.2822281495759205 W/m^3
PDE[2] gas eq : scaled=4.2601656341621525e-6   physical≈2.4285598304566582e20 m^-3/s
BC[1] surface : scaled=1.0403149252436175   physical≈0.1332440879014005 W/m^2
BC[2] ice heat : scaled=0.014754491746115303   physical≈176.80846844463085 W/m^2
BC[3] ice gas : scaled=0.014754138530153279   physical≈1.4291983079886364e22 m^-2/s
Total PDE = 2.288727816772144e-5
Total BC  = 1.069823555519886
Grand Total = 1.0698464427980539
===============================
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.464 K, n=1.0731e21 m^-3
[642] loss = 1.06984  (1896.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.461 K, n=1.0728e21 m^-3
[643] loss = 1.06984  (1922.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.461 K, n=1.0728e21 m^-3
[644] loss = 1.06984  (1924.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.453 K, n=1.0725e21 m^-3
[645] loss = 1.06983  (1926.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.455 K, n=1.0726e21 m^-3
[646] loss = 1.06983  (1928.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.458 K, n=1.0726e21 m^-3
[647] loss = 1.06982  (1929.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.465 K, n=1.0722e21 m^-3
[648] loss = 1.0698  (1932.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.465 K, n=1.0715e21 m^-3
[649] loss = 1.06979  (1933.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.468 K, n=1.069e21 m^-3
[650] loss = 1.06978  (1936.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.467 K, n=1.07e21 m^-3
[651] loss = 1.06977  (1939.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.47 K, n=1.0704e21 m^-3
[652] loss = 1.06974  (1940.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.48 K, n=1.0711e21 m^-3
[653] loss = 1.06971  (1943.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.502 K, n=1.0718e21 m^-3
[654] loss = 1.06962  (1944.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.581 K, n=1.0738e21 m^-3
[655] loss = 1.0695  (1947.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.704 K, n=1.0757e21 m^-3
[656] loss = 1.06938  (1948.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.86 K, n=1.0773e21 m^-3
[657] loss = 1.06936  (1958.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.864 K, n=1.0768e21 m^-3
[658] loss = 1.06935  (1964.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.876 K, n=1.0772e21 m^-3
[659] loss = 1.06929  (1975.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.836 K, n=1.076e21 m^-3
[660] loss = 1.0692  (1989.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.886 K, n=1.0786e21 m^-3
[661] loss = 1.06912  (1990.3s)
========== LOSS BREAKDOWN ==========
PDE[1] heat eq : scaled=1.853495733263411e-5   physical≈6.266668630337576 W/m^3
PDE[2] gas eq : scaled=4.986882509608617e-6   physical≈2.6275448218829645e20 m^-3/s
BC[1] surface : scaled=1.0396552067946814   physical≈0.13320183265668584 W/m^2
BC[2] ice heat : scaled=0.0147205027947582   physical≈176.60470001020101 W/m^2
BC[3] ice gas : scaled=0.01472036401822384   physical≈1.4275615424289457e22 m^-2/s
Total PDE = 2.3521839842242728e-5
Total BC  = 1.0690960736076633
Grand Total = 1.0691195954475057
===============================
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.965 K, n=1.0825e21 m^-3
[662] loss = 1.06906  (1992.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.023 K, n=1.0863e21 m^-3
[663] loss = 1.06901  (1995.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.124 K, n=1.087e21 m^-3
[664] loss = 1.06897  (1998.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.173 K, n=1.0888e21 m^-3
[665] loss = 1.06892  (2000.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.274 K, n=1.0877e21 m^-3
[666] loss = 1.06892  (2008.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.294 K, n=1.0876e21 m^-3
[667] loss = 1.06891  (2009.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.311 K, n=1.087e21 m^-3
[668] loss = 1.0689  (2011.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.329 K, n=1.0865e21 m^-3
[669] loss = 1.0689  (2014.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.324 K, n=1.0855e21 m^-3
[670] loss = 1.0689  (2019.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.325 K, n=1.0855e21 m^-3
[671] loss = 1.0689  (2030.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.318 K, n=1.0852e21 m^-3
[672] loss = 1.0689  (2034.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.284 K, n=1.0836e21 m^-3
[673] loss = 1.06889  (2037.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.287 K, n=1.0844e21 m^-3
[674] loss = 1.06889  (2046.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.294 K, n=1.085e21 m^-3
[675] loss = 1.06888  (2047.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.306 K, n=1.0883e21 m^-3
[676] loss = 1.06886  (2049.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.282 K, n=1.087e21 m^-3
[677] loss = 1.06876  (2052.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.03 K, n=1.0771e21 m^-3
[678] loss = 1.06873  (2053.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.019 K, n=1.0762e21 m^-3
[679] loss = 1.06864  (2056.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=25.072 K, n=1.0796e21 m^-3
[680] loss = 1.0686  (2061.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.95 K, n=1.0748e21 m^-3
[681] loss = 1.0685  (2066.7s)
========== LOSS BREAKDOWN ==========
PDE[1] heat eq : scaled=1.908301464861344e-5   physical≈6.358642773649569 W/m^3
PDE[2] gas eq : scaled=9.936951663769794e-5   physical≈1.1729031525782338e21 m^-3/s
BC[1] surface : scaled=1.0391666746085952   physical≈0.13317053332382184 W/m^2
BC[2] ice heat : scaled=0.014653523467739377   physical≈176.20246000655249 W/m^2
BC[3] ice gas : scaled=0.014653272926447504   physical≈1.4243046242504405e22 m^-2/s
Total PDE = 0.00011845253128631138
Total BC  = 1.0684734710027821
Grand Total = 1.0685919235340684
===============================
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.686 K, n=1.0755e21 m^-3
[682] loss = 1.06846  (2069.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.603 K, n=1.0702e21 m^-3
[683] loss = 1.06844  (2072.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.554 K, n=1.0679e21 m^-3
[684] loss = 1.06843  (2074.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.412 K, n=1.0634e21 m^-3
[685] loss = 1.06842  (2075.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.45 K, n=1.0654e21 m^-3
[686] loss = 1.0684  (2077.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.435 K, n=1.0632e21 m^-3
[687] loss = 1.06835  (2078.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.26 K, n=1.0549e21 m^-3
[688] loss = 1.06832  (2080.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=24.062 K, n=1.0503e21 m^-3
[689] loss = 1.06828  (2085.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.934 K, n=1.0526e21 m^-3
[690] loss = 1.06832  (2090.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.802 K, n=1.0515e21 m^-3
[691] loss = 1.06832  (2132.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.753 K, n=1.0507e21 m^-3
[692] loss = 1.06831  (2136.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.753 K, n=1.0507e21 m^-3
[693] loss = 1.0683  (2139.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.753 K, n=1.0507e21 m^-3
[694] loss = 1.0683  (2141.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.753 K, n=1.0508e21 m^-3
[695] loss = 1.0683  (2145.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.751 K, n=1.0509e21 m^-3
[696] loss = 1.06829  (2148.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.749 K, n=1.0513e21 m^-3
[697] loss = 1.06829  (2150.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.748 K, n=1.0514e21 m^-3
[698] loss = 1.06828  (2152.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.747 K, n=1.0518e21 m^-3
[699] loss = 1.06827  (2154.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.749 K, n=1.0524e21 m^-3
[700] loss = 1.06825  (2157.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.761 K, n=1.0527e21 m^-3
checkpoint saved at iteration 700 -> checkpoints\checkpoint_100au_iter700.jls
[701] loss = 1.06824  (2160.5s)
========== LOSS BREAKDOWN ==========
PDE[1] heat eq : scaled=1.9742078620683895e-5   physical≈6.467513946101408 W/m^3
PDE[2] gas eq : scaled=6.772585021831289e-6   physical≈3.062053665409607e20 m^-3/s
BC[1] surface : scaled=1.0390363152529922   physical≈0.13316218020309328 W/m^2
BC[2] ice heat : scaled=0.01458680894351076   physical≈175.80089536951797 W/m^2
BC[3] ice gas : scaled=0.014587134509672571   physical≈1.4210866472965057e22 m^-2/s
Total PDE = 2.6514663642515186e-5
Total BC  = 1.0682102587061757
Grand Total = 1.0682367733698181
===============================
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.77 K, n=1.0525e21 m^-3
[702] loss = 1.06824  (2163.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.771 K, n=1.0523e21 m^-3
[703] loss = 1.06823  (2171.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.768 K, n=1.0523e21 m^-3
[704] loss = 1.06822  (2173.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.748 K, n=1.0526e21 m^-3
[705] loss = 1.06822  (2182.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.742 K, n=1.053e21 m^-3
[706] loss = 1.06821  (2183.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.736 K, n=1.0532e21 m^-3
[707] loss = 1.06821  (2190.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.699 K, n=1.0544e21 m^-3
[708] loss = 1.06821  (2214.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.671 K, n=1.0552e21 m^-3
[709] loss = 1.0682  (2217.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.685 K, n=1.0548e21 m^-3
[710] loss = 1.0682  (2221.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
